# Program:featureCounts v1.6.3; Command:"/usr/local/bin/featureCounts" "-p" "-a" "/scratch/10819/styu/MW_multiQC/peaks/final/H3K27ac_filt_iter.saf" "-F" "SAF" "-o" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac_iter_counts.txt" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_093/MCW_CT_ROA_093_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_102/MCW_CT_ROA_102_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_111/MCW_CT_ROA_111_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_120/MCW_CT_ROA_120_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_84/MCW_CT_ROA_84_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_090/MCW_CT_ROA_090_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_108/MCW_CT_ROA_108_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_117/MCW_CT_ROA_117_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_81/MCW_CT_ROA_81_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_99/MCW_CT_ROA_99_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_105/MCW_CT_ROA_105_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_114/MCW_CT_ROA_114_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_78/MCW_CT_ROA_78_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_87/MCW_CT_ROA_87_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_96/MCW_CT_ROA_96_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_103/MCW_CT_ROA_103_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_112/MCW_CT_ROA_112_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_121/MCW_CT_ROA_121_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_85/MCW_CT_ROA_85_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_94/MCW_CT_ROA_94_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_082/MCW_CT_ROA_082_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_091/MCW_CT_ROA_091_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_100/MCW_CT_ROA_100_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_109/MCW_CT_ROA_109_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_118/MCW_CT_ROA_118_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_106/MCW_CT_ROA_106_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_115/MCW_CT_ROA_115_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_79/MCW_CT_ROA_79_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_88/MCW_CT_ROA_88_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_97/MCW_CT_ROA_97_nobl.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_093/MCW_CT_ROA_093_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_102/MCW_CT_ROA_102_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_111/MCW_CT_ROA_111_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_120/MCW_CT_ROA_120_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_84/MCW_CT_ROA_84_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_090/MCW_CT_ROA_090_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_108/MCW_CT_ROA_108_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_117/MCW_CT_ROA_117_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_81/MCW_CT_ROA_81_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_99/MCW_CT_ROA_99_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_105/MCW_CT_ROA_105_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_114/MCW_CT_ROA_114_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_78/MCW_CT_ROA_78_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_87/MCW_CT_ROA_87_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_96/MCW_CT_ROA_96_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_103/MCW_CT_ROA_103_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_112/MCW_CT_ROA_112_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_121/MCW_CT_ROA_121_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_85/MCW_CT_ROA_85_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_94/MCW_CT_ROA_94_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_082/MCW_CT_ROA_082_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_091/MCW_CT_ROA_091_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_100/MCW_CT_ROA_100_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_109/MCW_CT_ROA_109_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_118/MCW_CT_ROA_118_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_106/MCW_CT_ROA_106_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_115/MCW_CT_ROA_115_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_79/MCW_CT_ROA_79_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_88/MCW_CT_ROA_88_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_97/MCW_CT_ROA_97_nobl.bam
chr1:212558947-212559448	chr1	212558947	212559448	.	502	46	14	56	26	25	51	69	39	48	19	27	12	18	18	23	8	72	28	75	17	25	42	20	72	27	65	11	51	20	22
chr1:212560354-212560855	chr1	212560354	212560855	.	502	7	1	5	3	9	0	8	0	4	3	4	18	1	4	7	0	8	0	13	5	5	12	4	6	3	5	4	4	5	0
chr1:212561433-212561934	chr1	212561433	212561934	.	502	39	10	47	37	58	50	81	31	28	37	48	15	8	20	5	4	28	12	14	12	13	26	17	53	17	35	6	19	7	12
chr1:212567074-212567575	chr1	212567074	212567575	.	502	13	12	7	9	7	42	35	18	18	19	5	23	0	2	4	1	10	3	11	2	3	9	14	5	4	6	8	4	3	3
chr1:212595000-212595501	chr1	212595000	212595501	.	502	0	2	5	14	14	16	5	1	10	11	8	16	1	1	5	1	4	4	0	2	3	3	3	2	3	5	4	1	0	2
chr1:212596159-212596660	chr1	212596159	212596660	.	502	30	13	8	12	14	84	66	38	52	53	48	56	3	49	16	5	13	15	10	3	6	5	9	12	23	20	13	1	4	4
chr1:212596668-212597169	chr1	212596668	212597169	.	502	6	3	7	1	4	37	5	16	11	9	13	13	3	20	19	1	3	2	0	10	1	0	13	3	9	7	2	6	2	5
chr1:212600329-212600830	chr1	212600329	212600830	.	502	21	22	17	4	36	19	22	5	9	11	14	15	0	7	1	5	8	11	2	1	5	3	9	14	5	13	2	0	3	2
chr1:212608100-212608601	chr1	212608100	212608601	.	502	101	61	167	73	66	143	229	73	95	73	138	65	32	71	44	21	203	70	215	48	61	77	67	138	52	191	25	172	25	36
chr1:212608771-212609272	chr1	212608771	212609272	.	502	132	63	143	20	50	87	157	40	81	69	83	30	32	66	41	25	124	41	239	45	56	79	50	87	32	117	25	151	26	32
chr1:212610175-212610676	chr1	212610175	212610676	.	502	7	3	4	11	6	21	11	11	26	9	24	7	5	21	13	2	3	0	2	4	5	2	5	3	2	1	6	3	1	3
chr1:212610817-212611318	chr1	212610817	212611318	.	502	6	6	8	0	5	16	11	6	16	9	14	6	19	10	6	2	8	3	2	3	3	2	3	1	2	3	9	3	5	5
chr1:212628044-212628545	chr1	212628044	212628545	.	502	13	9	9	8	16	10	9	3	2	1	6	4	1	3	2	3	17	7	13	3	9	9	11	11	10	36	3	7	13	4
chr1:212635404-212635905	chr1	212635404	212635905	.	502	23	14	34	2	24	19	6	5	1	4	13	6	3	16	14	5	28	22	26	11	26	20	13	38	5	25	5	35	7	9
chr1:212636552-212637053	chr1	212636552	212637053	.	502	39	22	28	17	15	45	46	23	13	14	17	7	10	15	11	7	27	24	37	17	16	17	14	44	28	18	12	16	19	9
chr1:212638805-212639306	chr1	212638805	212639306	.	502	35	28	33	8	32	41	17	9	4	9	19	3	11	11	5	7	62	11	42	37	39	33	20	45	14	41	11	35	15	14
chr1:212667429-212667930	chr1	212667429	212667930	.	502	11	8	10	13	13	48	38	29	14	22	8	7	5	10	6	0	5	3	0	4	6	7	28	21	10	7	9	6	7	9
chr1:212688470-212688971	chr1	212688470	212688971	.	502	1	0	0	0	0	5	2	0	3	0	0	0	8	0	1	0	0	0	1	0	1	0	0	1	0	5	0	0	1	1
chr1:212689627-212690128	chr1	212689627	212690128	.	502	1	2	0	5	6	2	6	0	12	0	11	11	68	12	7	1	6	0	0	0	1	3	0	2	5	5	2	11	2	3
chr1:212723410-212723911	chr1	212723410	212723911	.	502	3	2	0	0	0	0	1	0	10	3	1	11	12	1	5	1	0	0	0	3	1	2	0	0	0	3	1	0	0	1
chr1:212749746-212750247	chr1	212749746	212750247	.	502	6	18	5	35	9	16	9	23	4	8	0	19	13	0	10	7	16	7	20	10	8	10	3	11	4	11	6	16	7	4
chr1:212774437-212774938	chr1	212774437	212774938	.	502	0	0	2	1	0	19	26	0	6	4	8	0	1	2	0	0	0	4	0	0	0	1	0	2	11	4	0	2	0	0
chr1:212778110-212778611	chr1	212778110	212778611	.	502	2	3	1	0	0	2	3	0	12	2	6	2	13	1	11	0	0	0	4	0	1	1	0	0	0	3	2	0	2	3
chr1:212791648-212792149	chr1	212791648	212792149	.	502	102	44	129	72	58	94	176	80	77	57	71	98	29	91	73	27	173	76	289	52	62	82	52	143	63	128	68	129	41	48
chr1:212857991-212858492	chr1	212857991	212858492	.	502	158	84	156	76	65	88	168	78	76	89	61	73	26	59	47	49	132	86	339	49	90	141	100	175	73	200	70	362	63	54
chr1:212863036-212863537	chr1	212863036	212863537	.	502	7	7	1	0	6	1	0	0	0	1	0	0	1	1	1	2	2	2	1	3	2	1	0	1	0	4	0	0	4	2
chr1:212950233-212950734	chr1	212950233	212950734	.	502	26	22	41	24	12	24	45	14	10	13	14	13	19	17	17	6	31	19	33	14	21	17	10	48	18	37	19	24	17	9
chr1:212981051-212981552	chr1	212981051	212981552	.	502	7	6	19	16	4	5	9	9	5	3	6	7	3	7	0	11	24	26	33	8	14	13	9	20	12	21	13	19	14	11
chr1:212982387-212982888	chr1	212982387	212982888	.	502	5	10	4	5	0	2	0	4	2	1	3	10	2	0	1	2	8	7	10	3	3	3	12	10	12	0	3	6	5	0
chr1:213014992-213015493	chr1	213014992	213015493	.	502	130	81	107	46	41	117	197	49	46	34	69	78	35	74	56	26	110	52	180	54	38	75	60	136	30	134	48	193	34	38
chr1:213015522-213016023	chr1	213015522	213016023	.	502	106	66	152	52	59	165	208	48	73	65	64	57	33	84	49	34	136	79	256	67	61	82	67	157	60	191	79	241	59	55
chr1:213051241-213051742	chr1	213051241	213051742	.	502	58	56	102	50	50	103	82	50	82	62	75	31	37	97	36	19	107	59	88	43	39	35	48	75	52	99	41	70	42	29
chr1:213066059-213066560	chr1	213066059	213066560	.	502	1	9	2	6	1	1	0	1	0	0	0	5	0	3	3	4	2	0	1	1	0	1	2	1	5	0	6	0	0	0
chr1:213123878-213124379	chr1	213123878	213124379	.	502	10	5	3	0	1	38	5	11	9	15	10	4	1	3	6	5	5	0	3	6	1	13	4	0	11	2	9	6	5	1
chr1:213251298-213251799	chr1	213251298	213251799	.	502	0	3	12	6	9	4	7	3	2	6	14	0	6	1	1	2	8	0	17	4	6	7	3	8	2	13	5	4	1	3
chr1:213374233-213374734	chr1	213374233	213374734	.	502	9	5	7	17	19	22	24	36	6	12	13	2	11	13	15	7	26	11	27	12	15	9	11	36	9	12	11	11	10	6
chr1:213381346-213381847	chr1	213381346	213381847	.	502	18	7	21	21	7	4	5	3	4	2	0	4	0	8	0	9	26	10	38	12	16	19	5	4	20	17	15	24	6	6
chr1:213399135-213399636	chr1	213399135	213399636	.	502	23	12	19	16	14	26	21	9	5	7	11	7	8	9	6	7	24	10	38	15	24	16	19	28	11	16	18	28	16	9
chr1:213399637-213400138	chr1	213399637	213400138	.	502	70	29	68	19	75	53	55	37	22	26	26	22	1	4	6	9	94	36	164	29	50	34	40	76	26	91	32	79	22	21
chr1:213440698-213441199	chr1	213440698	213441199	.	502	40	2	13	16	6	12	22	9	4	8	3	2	0	6	6	4	26	8	16	10	24	18	20	18	9	26	8	28	5	7
chr1:213473962-213474463	chr1	213473962	213474463	.	502	50	30	61	48	18	44	124	17	14	20	44	10	2	34	7	14	103	42	110	33	38	33	26	66	25	107	20	74	23	22
chr1:213530513-213531014	chr1	213530513	213531014	.	502	10	16	24	4	29	10	17	3	10	4	24	6	5	16	17	7	31	3	30	9	11	11	5	26	16	43	2	10	7	6
chr1:213983006-213983507	chr1	213983006	213983507	.	502	11	4	33	7	22	17	30	9	14	8	10	12	23	16	17	2	41	6	52	21	15	11	11	35	17	38	13	35	13	2
chr1:213985164-213985665	chr1	213985164	213985665	.	502	17	14	49	12	35	41	63	12	77	29	71	30	41	56	16	5	73	4	95	15	21	13	9	51	15	67	10	64	12	10
chr1:213986485-213986986	chr1	213986485	213986986	.	502	1	7	13	9	27	12	14	8	35	9	26	7	17	22	8	6	18	1	15	5	7	6	6	5	9	10	3	11	7	4
chr1:213987769-213988270	chr1	213987769	213988270	.	502	52	27	73	53	63	78	122	33	71	31	69	30	50	59	15	17	92	50	189	26	57	34	26	74	27	106	20	119	29	20
chr1:213988295-213988796	chr1	213988295	213988796	.	502	44	20	32	23	38	71	26	16	64	41	49	56	49	50	20	13	53	39	61	17	39	27	14	22	14	31	14	56	19	21
chr1:213989276-213989777	chr1	213989276	213989777	.	502	56	43	74	25	64	70	88	28	96	42	84	32	57	79	48	17	118	52	184	40	53	50	33	106	49	101	12	110	28	12
chr1:213990292-213990793	chr1	213990292	213990793	.	502	38	14	41	13	41	31	43	19	39	23	18	23	29	28	28	13	72	18	134	26	32	33	24	51	13	73	23	68	24	21
chr1:213993772-213994273	chr1	213993772	213994273	.	502	5	2	7	0	8	6	10	16	9	2	4	0	3	3	0	1	8	2	28	3	5	2	0	5	14	16	2	16	2	2
chr1:213994291-213994792	chr1	213994291	213994792	.	502	0	1	0	0	0	7	1	0	8	3	3	0	0	0	2	1	0	0	3	1	0	1	0	0	0	0	0	0	0	0
chr1:214008846-214009347	chr1	214008846	214009347	.	502	11	9	10	1	5	14	3	3	11	6	22	15	4	18	10	11	20	1	20	16	8	16	8	14	7	8	10	16	14	5
chr1:214009768-214010269	chr1	214009768	214010269	.	502	14	14	3	0	13	16	9	0	4	11	2	0	2	6	0	5	11	1	11	4	6	6	12	6	1	10	6	4	15	1
chr1:214012320-214012821	chr1	214012320	214012821	.	502	50	31	29	3	31	21	28	6	14	9	22	5	2	7	7	14	30	11	91	24	23	28	15	22	4	49	8	53	9	9
chr1:214013538-214014039	chr1	214013538	214014039	.	502	65	38	49	28	51	91	80	34	45	45	61	4	13	36	13	16	70	16	91	27	34	25	31	44	38	48	20	38	18	15
chr1:214014670-214015171	chr1	214014670	214015171	.	502	75	33	58	38	47	109	101	42	66	41	71	31	16	52	31	11	110	43	247	38	50	46	22	58	33	117	26	102	26	15
chr1:214016465-214016966	chr1	214016465	214016966	.	502	8	8	5	3	11	0	0	1	1	4	1	0	0	0	3	2	5	2	2	6	1	4	0	1	1	0	6	1	1	2
chr1:214021974-214022475	chr1	214021974	214022475	.	502	6	5	7	3	3	18	2	2	6	0	9	0	0	14	1	1	6	0	15	3	7	6	0	1	7	5	14	6	3	4
chr1:214022707-214023208	chr1	214022707	214023208	.	502	18	6	7	13	10	20	11	3	5	4	3	4	5	9	3	6	7	4	8	8	1	6	5	0	5	3	6	7	6	4
chr1:214027018-214027519	chr1	214027018	214027519	.	502	23	20	19	12	19	23	18	6	18	15	15	3	2	15	9	17	48	21	81	30	21	19	14	45	12	31	11	46	20	13
chr1:214028065-214028566	chr1	214028065	214028566	.	502	17	16	15	7	8	21	14	0	19	14	11	13	0	6	7	3	13	6	18	15	9	13	6	6	8	17	5	12	14	7
chr1:214028756-214029257	chr1	214028756	214029257	.	502	53	33	31	19	27	45	39	20	48	25	20	0	1	16	6	10	56	27	61	26	29	42	13	34	30	57	16	56	18	15
chr1:214029742-214030243	chr1	214029742	214030243	.	502	132	64	102	80	75	121	132	33	68	67	62	9	12	29	8	25	148	38	249	58	68	71	43	107	40	148	17	148	40	32
chr1:214030529-214031030	chr1	214030529	214031030	.	502	124	55	87	20	69	101	107	31	60	47	75	12	20	44	7	18	132	41	136	47	60	52	46	106	32	103	36	77	37	26
chr1:214031431-214031932	chr1	214031431	214031932	.	502	45	10	30	9	30	63	26	19	58	32	41	9	4	34	18	7	79	23	110	22	40	10	26	53	11	43	26	24	7	6
chr1:214033457-214033958	chr1	214033457	214033958	.	502	14	6	7	4	15	10	6	9	8	2	14	3	5	4	5	4	10	4	9	11	6	10	6	1	2	4	6	13	6	3
chr1:214035476-214035977	chr1	214035476	214035977	.	502	16	5	5	11	10	28	5	7	25	8	12	13	2	16	6	6	26	1	32	15	4	1	6	9	2	8	18	14	9	1
chr1:214043071-214043572	chr1	214043071	214043572	.	502	9	5	6	4	1	15	0	3	1	3	5	7	3	4	0	3	20	3	10	7	13	5	15	7	3	1	4	7	2	2
chr1:214044398-214044899	chr1	214044398	214044899	.	502	17	5	1	5	2	21	0	16	8	4	5	20	2	3	6	3	8	0	7	8	5	8	4	3	5	6	11	13	5	5
chr1:214050928-214051429	chr1	214050928	214051429	.	502	19	6	12	12	18	27	9	8	7	17	4	23	4	11	5	2	16	3	12	5	6	13	6	5	6	2	1	2	3	11
chr1:214102328-214102829	chr1	214102328	214102829	.	502	0	2	6	2	2	14	1	14	2	5	0	4	0	2	0	3	3	0	2	2	4	5	1	0	2	1	7	9	0	1
chr1:214104561-214105062	chr1	214104561	214105062	.	502	9	0	2	4	13	0	1	3	3	3	0	0	4	0	0	2	4	2	2	2	4	2	0	0	1	1	5	1	1	1
chr1:214106322-214106823	chr1	214106322	214106823	.	502	52	23	24	40	39	14	16	21	13	11	16	19	15	9	9	9	31	29	50	25	19	22	16	25	7	34	20	39	20	8
chr1:214107366-214107867	chr1	214107366	214107867	.	502	76	51	121	51	69	42	95	41	12	29	34	15	11	16	7	33	172	54	310	57	80	60	64	121	72	154	17	103	47	29
chr1:214108069-214108570	chr1	214108069	214108570	.	502	71	41	44	28	46	22	38	28	22	27	24	4	10	13	3	16	74	33	76	31	34	51	19	43	23	46	21	36	20	17
chr1:214110090-214110591	chr1	214110090	214110591	.	502	4	5	8	1	2	21	1	1	6	6	1	1	5	0	2	5	12	2	7	5	4	5	7	6	9	6	3	12	0	1
chr1:214110641-214111142	chr1	214110641	214111142	.	502	8	2	4	5	13	2	9	1	2	2	0	0	0	1	0	6	3	3	18	4	4	3	5	7	2	4	11	2	0	3
chr1:214111179-214111680	chr1	214111179	214111680	.	502	6	5	1	0	9	0	4	7	4	5	2	11	0	2	0	0	6	6	5	8	8	6	3	2	8	2	11	13	2	9
chr1:214229042-214229543	chr1	214229042	214229543	.	502	7	8	19	13	7	14	12	10	3	7	0	0	0	8	1	0	19	6	41	1	10	8	4	12	12	22	13	15	16	3
chr1:214261442-214261943	chr1	214261442	214261943	.	502	53	36	76	20	44	92	76	44	60	44	39	23	15	29	22	24	126	12	105	27	49	38	44	114	27	101	27	89	23	37
chr1:214276539-214277040	chr1	214276539	214277040	.	502	22	12	16	13	17	15	13	12	5	5	7	5	4	1	5	7	25	11	49	11	16	18	11	14	12	23	10	28	11	8
chr1:214277567-214278068	chr1	214277567	214278068	.	502	132	71	118	39	58	90	107	48	23	42	25	39	2	16	8	31	172	70	327	55	91	76	86	178	67	223	29	179	52	48
chr1:214278309-214278810	chr1	214278309	214278810	.	502	50	24	46	29	13	11	15	14	16	6	6	2	7	6	8	21	110	23	102	29	47	39	17	74	11	61	23	40	29	10
chr1:214280404-214280905	chr1	214280404	214280905	.	502	73	49	90	23	36	63	76	32	72	39	59	42	35	75	56	20	101	21	141	46	58	50	44	106	64	126	33	118	24	25
chr1:214280979-214281480	chr1	214280979	214281480	.	502	60	45	122	50	35	51	100	21	32	25	40	26	14	26	29	21	115	47	214	35	37	49	47	115	38	144	14	155	19	28
chr1:214282366-214282867	chr1	214282366	214282867	.	502	20	18	34	14	2	31	15	5	20	21	28	26	11	17	12	12	35	3	34	14	24	24	14	19	5	4	4	16	13	18
chr1:214285571-214286072	chr1	214285571	214286072	.	502	4	18	10	9	4	15	18	11	14	7	11	9	9	15	5	3	20	4	34	13	6	10	9	15	2	13	7	36	6	4
chr1:214295383-214295884	chr1	214295383	214295884	.	502	11	7	4	3	5	4	6	2	4	1	5	4	8	10	14	3	11	1	9	7	10	5	10	13	11	2	0	8	1	2
chr1:214296078-214296579	chr1	214296078	214296579	.	502	0	2	3	6	11	4	0	3	2	5	5	0	0	2	2	1	2	4	3	7	0	1	2	1	4	1	1	0	1	0
chr1:214296966-214297467	chr1	214296966	214297467	.	502	19	15	17	22	12	19	24	14	15	19	14	18	5	21	20	9	39	7	22	10	20	9	29	48	17	42	21	21	22	9
chr1:214302916-214303417	chr1	214302916	214303417	.	502	3	10	2	0	6	5	6	6	3	2	2	5	0	6	0	2	7	0	8	4	6	5	4	3	0	3	0	0	2	6
chr1:214305212-214305713	chr1	214305212	214305713	.	502	4	4	2	2	0	2	0	3	3	2	5	0	2	5	1	1	2	0	8	8	9	9	0	14	1	8	6	1	4	3
chr1:214311970-214312471	chr1	214311970	214312471	.	502	12	14	14	13	5	13	1	1	12	5	13	2	4	11	3	5	18	16	29	15	14	16	15	18	13	11	11	19	19	5
chr1:214312756-214313257	chr1	214312756	214313257	.	502	17	19	18	18	22	24	5	6	27	11	23	7	2	9	6	4	43	6	61	16	22	20	19	30	15	18	16	18	17	11
chr1:214313637-214314138	chr1	214313637	214314138	.	502	15	4	4	3	6	14	8	2	4	7	4	5	1	3	2	1	2	8	2	4	5	8	2	2	2	5	6	2	5	2
chr1:214316446-214316947	chr1	214316446	214316947	.	502	29	32	43	15	22	34	14	34	42	36	16	8	0	7	1	10	59	13	101	25	20	15	27	44	8	58	15	55	20	6
chr1:214317242-214317743	chr1	214317242	214317743	.	502	8	11	9	10	5	18	3	6	2	6	6	2	0	2	3	4	31	2	20	16	8	6	0	16	8	17	1	20	11	1
chr1:214326391-214326892	chr1	214326391	214326892	.	502	21	11	16	1	5	23	19	9	2	5	8	3	0	9	3	5	37	8	58	19	10	15	16	27	9	40	12	15	11	12
chr1:214327549-214328050	chr1	214327549	214328050	.	502	57	24	63	11	32	52	160	31	28	22	38	1	1	17	4	9	140	10	150	41	18	33	26	126	19	153	25	106	25	16
chr1:214328742-214329243	chr1	214328742	214329243	.	502	22	21	62	18	23	89	129	25	23	17	33	35	3	24	24	14	119	28	128	37	28	23	19	84	37	80	15	93	34	22
chr1:214331619-214332120	chr1	214331619	214332120	.	502	7	10	6	5	9	20	9	1	11	7	14	5	5	14	16	3	12	4	16	6	4	6	8	4	9	6	9	6	5	10
chr1:214349288-214349789	chr1	214349288	214349789	.	502	10	3	1	0	2	7	2	13	5	7	4	16	3	3	12	1	7	4	0	6	0	2	5	4	5	1	11	1	2	1
chr1:214349906-214350407	chr1	214349906	214350407	.	502	16	7	12	7	1	7	6	9	9	5	7	21	7	5	3	1	17	0	3	6	4	12	6	7	4	26	9	18	9	3
chr1:214351315-214351816	chr1	214351315	214351816	.	502	18	13	9	15	8	21	9	0	8	4	6	9	5	6	5	7	5	19	12	11	15	5	10	7	2	11	15	10	7	8
chr1:214383193-214383694	chr1	214383193	214383694	.	502	1	2	0	0	4	3	2	3	4	0	2	3	17	5	11	0	3	11	3	0	1	1	2	1	3	1	5	3	1	1
chr1:214416285-214416786	chr1	214416285	214416786	.	502	5	10	10	8	5	9	14	11	3	8	15	20	2	6	3	6	14	8	13	5	7	1	9	0	9	9	8	2	1	5
chr1:214417565-214418066	chr1	214417565	214418066	.	502	10	9	7	4	7	0	6	3	3	0	2	0	1	4	9	2	4	4	6	2	6	2	3	1	7	3	10	1	4	5
chr1:214418914-214419415	chr1	214418914	214419415	.	502	16	10	1	12	1	15	4	9	0	3	1	0	2	4	2	1	2	10	0	2	2	9	9	1	6	1	15	3	3	5
chr1:214419558-214420059	chr1	214419558	214420059	.	502	21	22	21	49	26	14	18	31	4	22	11	23	5	4	5	5	13	27	24	10	13	17	26	29	25	44	21	28	11	13
